YearMonth,YearAndFraction,SSN_OBS_SWO,SSN_OBS_RI,Ratio_RI_SW,SM_SWO,SM_RI,RF_OBS_10.7cm,RF_SM_10.7cm,GEO_OBS_Ap,GEO_SM_Ap,GSY_AvMnthT_C
200501,2005.043,52.0,31.3,0.60,57.3,34.6,102.2,100.4,24.0,14.1,8.1
200502,2005.123,45.4,29.2,0.64,56.4,33.9,97.2,98.6,11.0,14.0,5.7
200503,2005.205,41.0,24.5,0.60,55.8,33.5,89.9,97.3,12.0,14.6,7.8
200504,2005.287,41.5,24.2,0.58,52.6,31.6,86.0,95.5,11.0,15.1,9.5
200505,2005.372,65.4,42.7,0.65,48.3,28.9,99.5,93.2,19.0,14.4,11.7
200506,2005.454,59.8,39.3,0.66,47.9,28.8,93.7,91.9,12.0,13.6,15.7
200507,2005.539,71.0,40.1,0.56,48.1,29.1,96.5,90.9,14.0,12.8,17.0
200508,2005.624,65.6,36.4,0.55,45.4,27.4,90.5,89.2,14.0,11.8,17.1
200509,2005.706,39.2,21.9,0.56,42.9,25.8,91.1,87.8,20.0,11.4,16.4
200510,2005.791,13.0,8.7,0.67,42.6,25.5,76.6,87.3,8.0,11.3,15.1
200511,2005.873,32.2,18.0,0.56,42.1,24.9,86.2,86.7,8.0,10.8,9.6
200512,2005.958,62.6,41.1,0.66,40.1,23.0,90.7,85.2,9.0,10.0,7.3
200601,2006.042,28.0,15.3,0.55,37.2,20.8,83.4,83.6,6.0,9.5,6.5
200602,2006.122,5.3,4.9,0.92,33.4,18.6,76.5,82.3,6.0,9.0,5.5
200603,2006.204,21.3,10.6,0.50,31.0,17.4,75.5,81.2,8.0,8.3,6.7
200604,2006.286,55.2,30.2,0.55,30.6,17.1,89.0,80.6,11.0,7.8,9.2
200605,2006.371,39.6,22.3,0.56,30.7,17.3,80.9,80.5,7.0,7.9,12.2
200606,2006.453,37.7,13.9,0.37,28.9,16.3,76.5,80.2,7.0,8.2,15.7
200607,2006.538,22.6,12.2,0.54,27.2,15.2,75.8,80.0,6.0,8.6,19.1
200608,2006.623,22.8,12.9,0.57,27.6,15.6,79.4,80.1,9.0,8.8,17.1
200609,2006.705,25.2,14.4,0.57,27.7,15.5,77.8,80.0,8.0,8.8,17.3
200610,2006.790,15.7,10.5,0.67,25.2,14.2,74.3,79.1,9.0,8.8,15.2
200611,2006.872,31.5,21.4,0.68,22.3,12.6,86.3,78.2,9.0,8.7,11.4
200612,2006.957,22.2,13.6,0.61,20.7,12.1,84.5,77.8,15.0,8.7,9.0
200701,2007.042,26.6,16.8,0.63,19.7,11.9,83.5,77.5,10.0,8.7,9.0
200702,2007.121,17.2,10.7,0.62,18.9,11.5,77.7,76.9,7.0,8.6,8.8
200703,2007.203,9.7,4.5,0.46,17.5,10.7,72.2,76.0,8.0,8.5,8.3
200704,2007.285,6.9,3.4,0.49,16.0,9.8,72.4,75.3,9.0,8.5,11.7
200705,2007.370,19.4,11.7,0.60,14.2,8.6,74.4,74.3,8.0,8.3,12.4
200706,2007.452,20.0,12.1,0.61,12.8,7.6,73.7,73.3,6.0,7.9,14.9
200707,2007.537,15.6,9.7,0.62,11.6,6.9,71.6,72.7,7.0,7.4,15.6
200708,2007.622,9.9,6.0,0.61,10.2,6.0,69.1,72.1,6.0,7.5,16.1
200709,2007.704,4.8,2.4,0.50,9.9,5.9,67.0,71.8,9.0,7.8,14.8
200710,2007.789,1.3,0.9,0.69,10.0,6.0,67.5,71.8,7.0,7.9,13.0
200711,2007.871,2.5,1.7,0.68,9.4,5.7,69.6,71.4,7.0,7.8,10.3
200712,2007.956,16.2,10.1,0.62,8.1,4.9,78.5,70.8,6.0,7.8,7.8
200801,2008.041,5.1,3.3,0.65,6.9,4.2,74.3,70.3,8.0,7.8,8.5
200802,2008.123,3.8,2.1,0.55,5.9,3.6,71.1,69.9,11.0,7.6,7.5
200803,2008.205,15.9,9.3,0.58,5.3,3.3,72.9,69.8,11.0,7.5,7.9
200804,2008.287,4.9,2.9,0.59,5.3,3.4,70.2,69.8,9.0,7.3,9.3
200805,2008.372,5.7,3.2,0.56,5.7,3.5,68.4,69.8,6.0,7.2,13.8
200806,2008.454,4.2,3.4,0.81,5.2,3.3,65.9,69.4,7.0,7.0,14.4
200807,2008.539,1.0,0.8,0.80,4.5,2.8,65.7,68.8,5.0,6.8,16.2
200808,2008.624,0.0,0.5,-1.00,4.4,2.7,66.3,68.6,5.0,6.3,16.2
200809,2008.706,1.5,1.1,0.73,3.7,2.3,67.1,68.4,6.0,5.8,14.5
200810,2008.791,5.2,2.9,0.56,2.9,1.8,68.3,68.2,7.0,5.4,11.7
200811,2008.873,6.8,4.1,0.60,2.7,1.7,68.6,68.3,4.0,5.1,9.8
200812,2008.958,1.3,0.8,0.62,2.7,1.7,69.2,68.5,4.0,4.9,6.5
200901,2009.043,2.8,1.3,0.46,3.0,1.8,69.8,68.7,4.0,4.7,5.4
200902,2009.123,2.5,1.4,0.56,3.1,1.9,70.0,68.8,5.0,4.7,5.9
200903,2009.205,0.7,0.7,1.00,3.4,2.0,69.2,69.0,5.0,4.6,7.9
200904,2009.287,1.2,0.8,1.00,3.7,2.2,69.7,69.3,4.0,4.3,9.6
200905,2009.372,3.9,2.9,0.74,3.8,2.3,70.5,69.7,4.0,4.1,11.9
200906,2009.454,6.6,2.9,0.39,4.4,2.7,68.6,70.2,4.0,4.0,15.0
200907,2009.539,5.0,3.2,0.70,5.8,3.6,68.2,71.0,4.0,3.9,16.5
200908,2009.624,0.3,0.0,0.00,7.7,4.8,67.4,72.1,5.0,3.8,16.4
200909,2009.706,6.6,4.3,0.64,9.9,6.2,70.5,73.3,4.0,3.8,15.2
200910,2009.791,7.0,4.8,0.66,11.3,7.1,72.3,74.1,3.0,4.1,13.7
200911,2009.873,7.7,4.1,0.55,12.4,7.6,73.6,74.5,3.0,4.5,10.9
200912,2009.958,15.7,10.8,0.68,13.6,8.3,76.8,74.9,2.0,4.8,6.8
201001,2010.042,21.3,13.2,0.62,14.8,9.3,81.1,75.5,3.0,5.0,4.3
201002,2010.122,31.0,18.8,0.60,16.7,10.6,84.7,76.5,5.0,5.1,5.5
201003,2010.204,24.7,15.4,0.62,19.1,12.3,83.3,77.5,5.0,5.3,6.7
201004,2010.286,11.2,8.0,0.71,21.4,14.0,75.9,78.3,10.0,5.5,9.2
201005,2010.371,19.9,8.7,0.44,23.8,15.5,73.8,79.0,8.0,5.7,11.2
201006,2010.453,17.9,13.6,0.75,25.2,16.4,72.6,79.7,7.0,5.8,14.7
201007,2010.538,23.1,16.1,0.70,25.9,16.7,79.9,80.1,5.0,6.0,17.1
201008,2010.623,28.2,19.6,0.70,27.3,17.4,79.7,80.7,8.0,6.2,16.3
201009,2010.705,35.6,25.2,0.71,30.6,19.6,81.1,82.4,5.0,6.3,15.2
201010,2010.790,35.0,23.5,0.67,35.9,23.2,81.6,85.3,6.0,6.4,12.8
201011,2010.872,36.1,21.5,0.60,40.5,26.5,82.5,87.7,5.0,6.4,8.8
201012,2010.957,22.0,14.4,0.66,43.8,28.8,84.3,89.6,4.0,6.5,4.4
201101,2011.042,32.1,18.8,0.59,47.2,30.9,83.7,91.2,6.0,6.7,6.4
201102,2011.121,53.2,29.6,0.55,50.6,33.4,94.5,92.7,6.0,6.8,7.9
201103,2011.203,81.0,55.8,0.69,55.2,36.9,115.3,95.8,7.0,7.2,7.9
201104,2011.285,81.7,54.4,0.67,61.5,41.8,112.6,100.4,9.0,7.5,12.0
201105,2011.370,61.4,41.6,0.68,69.0,47.6,95.9,105.6,9.0,7.5,12.7
201106,2011.452,55.5,37.0,0.67,76.5,53.2,95.8,110.9,8.0,7.4,14.2
201107,2011.537,67.0,43.8,0.66,82.5,57.3,94.2,115.4,9.0,7.3,15.5
201108,2011.622,66.1,50.6,0.77,84.9,59.0,101.7,117.9,8.0,7.4,15.9
201109,2011.704,106.4,78.0,0.73,84.6,59.5,134.5,118.4,13.0,7.7,16.2
201110,2011.789,116.8,88.0,0.75,84.6,59.9,137.2,118.4,7.0,8.0,14.0
201111,2011.871,133.1,96.7,0.73,86.3,61.1,153.1,119.5,3.0,8.0,12.0
201112,2011.956,106.3,73.0,0.69,89.2,63.4,141.2,121.6,3.0,8.0,9.2
201201,2012.041,91.3,58.3,0.64,92.0,65.5,133.1,124.4,6.0,8.3,8.0
201202,2012.123,50.1,32.9,0.66,94.2,66.9,106.7,126.7,7.0,8.4,5.7
201203,2012.205,77.9,64.3,0.82,94.1,66.8,115.1,126.8,14.0,8.1,9
201204,2012.287,84.4,55.2,0.65,91.3,64.6,113.1,125.8,9.0,8.0,8.6
201205,2012.372,99.5,69.0,0.69,87.7,61.7,121.5,123.8,8.0,8.2,11.8
201206,2012.454,88.6,64.5,0.73,83.9,58.9,120.5,121.1,10.0,8.3,13.8
201207,2012.539,99.6,66.5,0.67,82.4,57.8,135.6,119.5,13.0,8.3,15.5
201208,2012.624,85.8,63.0,0.74,83.1,58.2,115.7,119.2,7.0,8.1,17.1
201209,2012.706,84.0,61.4,0.73,83.7,58.1,123.2,118.9,8.0,7.8,14.7
201210,2012.791,73.5,53.3,0.73,85.0,58.6,123.3,119.2,9.0,7.4,12.7
201211,2012.873,89.2,61.8,0.69,87.3,59.7,120.9,120.1,6.0,7.3,9.6
201212,2012.958,60.4,40.8,0.68,88.0,59.6,108.4,120.1,3.0,7.5,8.2
201301,2013.043,99.8,62.9,0.63,87.1,58.7,127.1,118.9,4.0,7.5,6.8
201302,2013.123,60.0,38.1,0.63,86.7,58.4,104.4,118.0,5.0,7.4,5.4
201303,2013.205,81.0,57.9,0.71,85.7,57.6,111.2,117.1,9.0,7.4,5.6
201304,2013.287,112.8,72.4,0.64,86.7,57.9,125.0,116.6,5.0,7.2,7.9
201305,2013.372,125.5,78.7,0.63,90.5,59.9,131.3,118.1,10.0,7.0,10.7
201306,2013.454,80.1,52.5,0.66,94.4,62.6,110.2,120.9,13.0,7.1,13.3
201307,2013.539,86.1,57.0,0.66,97.9,65.5,115.6,123.9,9.0,7.3,17.1
201308,2013.624,90.2,66.0,0.73,103.7,68.9,114.7,127.9,9.0,7.6,17.2
201309,2013.707,55.0,37.0,0.67,111.0,73.0,102.7,132.3,5.0,7.8,15.7
201310,2013.791,127.1,85.6,0.67,114.3,74.9,132.3,134.7,7.0,7.8,14.3
201311,2013.874,125.7,77.6,0.62,114.6,75.3,148.4,135.4,5.0,7.9,9.8
201312,2013.958,118.2,90.3,0.76,115.4,75.9,147.7,135.9,5.0,7.5,8.9
201401,2014.042,125.9,81.8,0.65,117.7,77.3,158.6,137.3,6.0,7.1,8.2
201402,2014.123,174.6,102.3,0.59,119.5,78.3,170.3,138.6,12.0,6.9,7.8
201403,2014.204,141.1,91.9,0.65,123.2,80.8,149.9,140.8,6.0,7.2,8.6
201404,2014.287,130.5,67.5,0.65,124.8,69.8,144.3,143.5,9.0,7.5,10.5
201405,2014.371,116.8,67.5,0.64,122.3,69.0,130.0,144.7,7.0,7.9,12.3
201406,2014.454,107.7,61.7,0.66,121.4,68.5,122.2,145.5,7.0,8.4,15.5
201407,2014.538,113.6,60.1,0.64,120.4,67.6,137.3,145.2,5.0,8.8,17.9
201408,2014.623,106.2,64.1,0.70,115.1,65.0,124.7,142.8,9.0,8.9,16.3
201409,2014.706,127.4,78.0,0.69,107.4,61.1,146.1,140.1,11.0,9.3,17.2
201410,2014.790,92.0,54.0,0.66,101.7,58.4,153.7,138.4,10.0,9.9,14.6
201411,2014.873,101.8,62.2,0.69,97.9,56.8,155.3,137.4,10,10.1,11.2
201412,2014.957,120,67.7,0.65,95.2,55.3,158.7,137,12,10.5,8.6
201501,2015.043,101.2,55.8,0.66,92.1,53.6,141.7,135.8,10,11,7.5
201502,2015.123,70.6,40,0.63,88.3,51.7,128.8,133.8,10,11.5,5.9
201503,2015.205,61.7,32.7,0.62,84.2,49.3,126,131.2,17,12,7.8
201504,2015.287,72.5,45.2,0.75,80.5,47.3,129.2,127.3,12,12.4,10.4
201505,2015.372,83,53.3,0.71,77.5,45.7,120.1,123.3,9,12.7,11.7
201506,2015.454,77.3,39.9,0.53,73.1,43.3,123.2,119.5,14,13,14.4
201507,2015.539,68.4,39.5,0.58,68.2,41,107,116,10,13.1,16.7
201508,2015.624,61.6,38.6,0.63,65.5,39.8,106.2,113.3,16,13.1,16.4
201509,2015.707,72.5,47.2,0.65,64,39.5,102.1,110.8,16,12.8,14.7
201510,2015.790,59.5,38.2,0.62,61.8,38.6,104.1,107.9,15,12.5,12.9
201511,2015.874,61.8,37.3,0.61,59,36.7,109.6,105.3,13,12.5,12.2
201512,2015.958,54.1,34.8,0.64,55.1,34.7,112.8,102.5,15,12.5,11.6
201601,2016.043,50.4,34.2,0.67,51.4,32.6,103.5,99.9,10,12.3,
201602,2016.123,56,33.8,0.61,49.6,31.5,103.5,98.1,10,12,
201603,2016.205,40.9,32.5,0.8,47.7,30.2,91.6,96.6,11,11.8,
201604,2016.287,39.2,22.7,0.58,45,28.7,93.4,95.3,10,11.8,
201605,2016.372,48.9,30.9,0.64,42.1,26.9,93.1,93.2,12,11.7,
201606,2016.454,19.3,12.3,0.65,39,24.9,81.9,90.4,9,11.4,
201607,2016.538,36.8,19.4,0.53,36.5,23.2,85.9,87.7,10,11.2,
201608,2016.624,50.4,30.1,0.6,34.2,21.6,85,85.5,10,11.2,
201609,2016.707,37.4,26.8,0.72,32.1,19.9,87.8,83.7,16,11.3,
201610,2016.790,30,20.2,0.67,31.1,18.8,86.1,82.5,16,11.6,
201611,2016.874,22.4,12.8,0.57,29.4,17.9,78.7,81.1,10,11.6,
201612,2016.958,17.6,11.3,0.64,28.1,17.1,75.1,80,10,11.4,
201701,2017.043,28.1,15.5,0.55,27.3,16.7,77.4,79.4,10,11.3,
201702,2017.123,22,15.7,0.71,25.5,15.9,76.9,78.7,10,11.3,
201703,2017.205,25.4,10.6,0.42,24.6,15.5,74.6,78.6,15,11.5,
201704,2017.287,30.4,19.6,0.64,24.3,14.9,80.9,78.4,13,11.5,
201705,2017.372,18.1,11.3,0.62,23.1,14,73.5,77.7,9,11.3,
201706,2017.454,18,11.6,0.64,22,13.3,74.8,77.3,7,11.3,
201707,2017.538,18.8,11,0.59,20.8,12.6,77.7,76.8,9,11,
201708,2017.624,25,19.9,0.8,19.7,11.8,77.9,76.3,12,10.7,
201709,2017.707,42.2,26.2,0.62,18.6,11,92,75.9,19,10.3,
201710,2017.790,16,7.9,0.49,16.8,10,76.4,75.1,11,9.8,
201711,2017.874,7.7,3.4,0.44,15.7,9.2,72.1,74.6,11,9.5,
201712,2017.958,7.6,4.9,0.64,15.7,9.1,71.5,74.4,8,9.4,
201801,2018.043,7.8,4,0.51,15,8.5,70,74,6,9.3,
201802,2018.123,16,6.4,0.4,13.7,7.6,72,73.3,7,9.1,
201803,2018.205,6,1.5,0.25,11.5,5.9,68.4,71.9,8,8.6,
201804,2018.287,7,5.3,0.76,9.6,4.7,70,70.6,7,8,
201805,2018.372,15,7.9,0.53,-1,-0.6,70.9,-1,8,-1,
201806,2018.454,19.7,9.4,0.48,-1,-0.6,72.5,-1,7,-1,
201807,2018.538,1.3,1,0.77,-1,-0.6,69.7,-1,6,-1,
201808,2018.624,10,5.3,0.53,-1,-0.6,69.1,-1,10,-1,
201809,2018.707,5.7,2,0.35,-1,-0.6,68.3,-1,9,-1,
201810,2018.790,6.9,2.9,0.42,-1,-0.6,69.5,-1,7,-1,
